id_data,data,ano,mes,nome_mes,semana_ano,dia_mes,dia_semana,nome_dia
20240817,2024-08-17,2024,8,August,33,17,6,Saturday
20240818,2024-08-18,2024,8,August,34,18,7,Sunday
20240819,2024-08-19,2024,8,August,34,19,1,Monday
20240820,2024-08-20,2024,8,August,34,20,2,Tuesday
20240821,2024-08-21,2024,8,August,34,21,3,Wednesday
20240822,2024-08-22,2024,8,August,34,22,4,Thursday
20240823,2024-08-23,2024,8,August,34,23,5,Friday
20240824,2024-08-24,2024,8,August,34,24,6,Saturday
20240825,2024-08-25,2024,8,August,35,25,7,Sunday
20240826,2024-08-26,2024,8,August,35,26,1,Monday
20240827,2024-08-27,2024,8,August,35,27,2,Tuesday
20240828,2024-08-28,2024,8,August,35,28,3,Wednesday
20240829,2024-08-29,2024,8,August,35,29,4,Thursday
20240830,2024-08-30,2024,8,August,35,30,5,Friday
20240831,2024-08-31,2024,8,August,35,31,6,Saturday
20240901,2024-09-01,2024,9,September,36,1,7,Sunday
20240902,2024-09-02,2024,9,September,36,2,1,Monday
20240903,2024-09-03,2024,9,September,36,3,2,Tuesday
20240904,2024-09-04,2024,9,September,36,4,3,Wednesday
20240905,2024-09-05,2024,9,September,36,5,4,Thursday
20240906,2024-09-06,2024,9,September,36,6,5,Friday
20240907,2024-09-07,2024,9,September,36,7,6,Saturday
20240908,2024-09-08,2024,9,September,37,8,7,Sunday
20240909,2024-09-09,2024,9,September,37,9,1,Monday
20240910,2024-09-10,2024,9,September,37,10,2,Tuesday
20240911,2024-09-11,2024,9,September,37,11,3,Wednesday
20240912,2024-09-12,2024,9,September,37,12,4,Thursday
20240913,2024-09-13,2024,9,September,37,13,5,Friday
20240914,2024-09-14,2024,9,September,37,14,6,Saturday
20240915,2024-09-15,2024,9,September,38,15,7,Sunday
20240916,2024-09-16,2024,9,September,38,16,1,Monday
20240917,2024-09-17,2024,9,September,38,17,2,Tuesday
20240918,2024-09-18,2024,9,September,38,18,3,Wednesday
20240919,2024-09-19,2024,9,September,38,19,4,Thursday
20240920,2024-09-20,2024,9,September,38,20,5,Friday
20240921,2024-09-21,2024,9,September,38,21,6,Saturday
20240922,2024-09-22,2024,9,September,39,22,7,Sunday
20240923,2024-09-23,2024,9,September,39,23,1,Monday
20240924,2024-09-24,2024,9,September,39,24,2,Tuesday
20240925,2024-09-25,2024,9,September,39,25,3,Wednesday
20240926,2024-09-26,2024,9,September,39,26,4,Thursday
20240927,2024-09-27,2024,9,September,39,27,5,Friday
20240928,2024-09-28,2024,9,September,39,28,6,Saturday
20240929,2024-09-29,2024,9,September,40,29,7,Sunday
20240930,2024-09-30,2024,9,September,40,30,1,Monday
20241001,2024-10-01,2024,10,October,40,1,2,Tuesday
20241002,2024-10-02,2024,10,October,40,2,3,Wednesday
20241003,2024-10-03,2024,10,October,40,3,4,Thursday
20241004,2024-10-04,2024,10,October,40,4,5,Friday
20241005,2024-10-05,2024,10,October,40,5,6,Saturday
20241006,2024-10-06,2024,10,October,41,6,7,Sunday
20241007,2024-10-07,2024,10,October,41,7,1,Monday
20241008,2024-10-08,2024,10,October,41,8,2,Tuesday
20241009,2024-10-09,2024,10,October,41,9,3,Wednesday
20241010,2024-10-10,2024,10,October,41,10,4,Thursday
20241011,2024-10-11,2024,10,October,41,11,5,Friday
20241012,2024-10-12,2024,10,October,41,12,6,Saturday
20241013,2024-10-13,2024,10,October,42,13,7,Sunday
20241014,2024-10-14,2024,10,October,42,14,1,Monday
20241015,2024-10-15,2024,10,October,42,15,2,Tuesday
20241016,2024-10-16,2024,10,October,42,16,3,Wednesday
20241017,2024-10-17,2024,10,October,42,17,4,Thursday
20241018,2024-10-18,2024,10,October,42,18,5,Friday
20241019,2024-10-19,2024,10,October,42,19,6,Saturday
20241020,2024-10-20,2024,10,October,43,20,7,Sunday
20241021,2024-10-21,2024,10,October,43,21,1,Monday
20241022,2024-10-22,2024,10,October,43,22,2,Tuesday
20241023,2024-10-23,2024,10,October,43,23,3,Wednesday
20241024,2024-10-24,2024,10,October,43,24,4,Thursday
20241025,2024-10-25,2024,10,October,43,25,5,Friday
20241026,2024-10-26,2024,10,October,43,26,6,Saturday
20241027,2024-10-27,2024,10,October,44,27,7,Sunday
20241028,2024-10-28,2024,10,October,44,28,1,Monday
20241029,2024-10-29,2024,10,October,44,29,2,Tuesday
20241030,2024-10-30,2024,10,October,44,30,3,Wednesday
20241031,2024-10-31,2024,10,October,44,31,4,Thursday
20241101,2024-11-01,2024,11,November,44,1,5,Friday
20241102,2024-11-02,2024,11,November,44,2,6,Saturday
20241103,2024-11-03,2024,11,November,45,3,7,Sunday
20241104,2024-11-04,2024,11,November,45,4,1,Monday
20241105,2024-11-05,2024,11,November,45,5,2,Tuesday
20241106,2024-11-06,2024,11,November,45,6,3,Wednesday
20241107,2024-11-07,2024,11,November,45,7,4,Thursday
20241108,2024-11-08,2024,11,November,45,8,5,Friday
20241109,2024-11-09,2024,11,November,45,9,6,Saturday
20241110,2024-11-10,2024,11,November,46,10,7,Sunday
20241111,2024-11-11,2024,11,November,46,11,1,Monday
20241112,2024-11-12,2024,11,November,46,12,2,Tuesday
20241113,2024-11-13,2024,11,November,46,13,3,Wednesday
20241114,2024-11-14,2024,11,November,46,14,4,Thursday
20241115,2024-11-15,2024,11,November,46,15,5,Friday
20241116,2024-11-16,2024,11,November,46,16,6,Saturday
20241117,2024-11-17,2024,11,November,47,17,7,Sunday
20241118,2024-11-18,2024,11,November,47,18,1,Monday
20241119,2024-11-19,2024,11,November,47,19,2,Tuesday
20241120,2024-11-20,2024,11,November,47,20,3,Wednesday
20241121,2024-11-21,2024,11,November,47,21,4,Thursday
20241122,2024-11-22,2024,11,November,47,22,5,Friday
20241123,2024-11-23,2024,11,November,47,23,6,Saturday
20241124,2024-11-24,2024,11,November,48,24,7,Sunday
20241125,2024-11-25,2024,11,November,48,25,1,Monday
20241126,2024-11-26,2024,11,November,48,26,2,Tuesday
20241127,2024-11-27,2024,11,November,48,27,3,Wednesday
20241128,2024-11-28,2024,11,November,48,28,4,Thursday
20241129,2024-11-29,2024,11,November,48,29,5,Friday
20241130,2024-11-30,2024,11,November,48,30,6,Saturday
20241201,2024-12-01,2024,12,December,49,1,7,Sunday
20241202,2024-12-02,2024,12,December,49,2,1,Monday
20241203,2024-12-03,2024,12,December,49,3,2,Tuesday
20241204,2024-12-04,2024,12,December,49,4,3,Wednesday
20241205,2024-12-05,2024,12,December,49,5,4,Thursday
20241206,2024-12-06,2024,12,December,49,6,5,Friday
20241207,2024-12-07,2024,12,December,49,7,6,Saturday
20241208,2024-12-08,2024,12,December,50,8,7,Sunday
20241209,2024-12-09,2024,12,December,50,9,1,Monday
20241210,2024-12-10,2024,12,December,50,10,2,Tuesday
20241211,2024-12-11,2024,12,December,50,11,3,Wednesday
20241212,2024-12-12,2024,12,December,50,12,4,Thursday
20241213,2024-12-13,2024,12,December,50,13,5,Friday
20241214,2024-12-14,2024,12,December,50,14,6,Saturday
20241215,2024-12-15,2024,12,December,51,15,7,Sunday
20241216,2024-12-16,2024,12,December,51,16,1,Monday
20241217,2024-12-17,2024,12,December,51,17,2,Tuesday
20241218,2024-12-18,2024,12,December,51,18,3,Wednesday
20241219,2024-12-19,2024,12,December,51,19,4,Thursday
20241220,2024-12-20,2024,12,December,51,20,5,Friday
20241221,2024-12-21,2024,12,December,51,21,6,Saturday
20241222,2024-12-22,2024,12,December,52,22,7,Sunday
20241223,2024-12-23,2024,12,December,52,23,1,Monday
20241224,2024-12-24,2024,12,December,52,24,2,Tuesday
20241225,2024-12-25,2024,12,December,52,25,3,Wednesday
20241226,2024-12-26,2024,12,December,52,26,4,Thursday
20241227,2024-12-27,2024,12,December,52,27,5,Friday
20241228,2024-12-28,2024,12,December,52,28,6,Saturday
20241229,2024-12-29,2024,12,December,53,29,7,Sunday
20241230,2024-12-30,2024,12,December,53,30,1,Monday
20241231,2024-12-31,2024,12,December,53,31,2,Tuesday
